candidate_id,source_scope,group,symbol,timeframe,swing_degree,direction,review_category,matches_guided_impulse_profile,matches_h1_h4_aux_profile,visual_expansion_status,visual_aux_status,near_miss_reason,scale_fit_label,ewo_helpfulness,ema_htf_helpfulness,chart_path,prominence_policy_label,prominence_score_delta,prominence_warning,should_downgrade_to_auxiliary,should_exclude_for_low_prominence,prominence_policy_reason,ewo_policy_label,ewo_soft_support,ewo_score_delta,ewo_warning,ewo_role_reason,ewo_svm_future_feature_candidate,ema_htf_policy_label,ema_htf_soft_support,ema_htf_score_delta,ema_band_warning,htf_conflict_warning,context_must_not_rescue_bad_count,ema_htf_policy_reason,structural_quality_policy,final_soft_quality_score,final_soft_quality_bucket,policy_reasons,policy_warnings,ready_for_next_expansion,phase256_policy_bucket,phase256_score,phase256_score_delta,phase256_adjustment_reason,phase256_prominence_action,phase256_ready_for_expansion,phase256_from_phase255_false_positive,prominence_vs_window,duration_vs_window,relative_structure_size,sql_market_group,artifact_market_group,resolved_market_group,mapping_confidence,category_source,symbol_in_sql,expansion_origin,diagnostic_only,category_notes,htf_timeframe,phase257_policy_bucket,phase257_score,phase257_policy_reasons,phase257_policy_warnings,phase257_ready_for_next_step
abc_aux252b_forex_audjpy_h1_major_abc_001,h1_h4,Forex Majors,AUDJPY.r,H1,major,bearish,abc,,no,,not_usable,,not_applicable,supports_wave_role,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.06173,True,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.06173; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; htf_conflict_warning; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.171621,0.060909,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; htf_conflict_warning; context_must_not_rescue_bad_count",no
abc_aux252b_metals_xagusd_h1_major_abc_002,h1_h4,Metals,XAGUSD.r,H1,major,bearish,abc,,no,,not_usable,,not_applicable,supports_wave_role,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-1.43,True,ema_htf_correction_context,contextual,-14,price_inside_ema_band_adds_ambiguity,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=inside_band; htf_match=False; ltf_match=False; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-1.43; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=inside_band; htf_match=False; ltf_match=False; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.135477,0.036364,small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count",no
abc_aux252b_index_aus200_h1_major_abc_003,h1_h4,Index,AUS200,H1,major,bullish,abc,,no,,not_usable,,not_applicable,supports_wave_role,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\035_abc_aux252b_index_aus200_h1_major_abc_003.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=9.231,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=9.231; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.311727,0.129091,balanced,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no
abc_aux252b_forex_audjpy_h1_major_abc_006,h1_h4,Forex Majors,AUDJPY.r,H1,major,bullish,abc,,no,,not_usable,,not_applicable,supports_wave_role,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1501,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1501; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.285845,0.060909,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"abc_requires_parent_context; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,h1_h4,Forex Majors,AUDJPY.r,H1,intermediate,bearish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.3061,True,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,degree=intermediate; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.3061; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.183855,0.095455,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,h1_h4,Metals,XAGUSD.r,H1,intermediate,bullish,near_miss,,no,,not_usable,,not_applicable,supports_wave_role,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=1.156,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=1.156; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.180173,0.060909,medium_small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no
near_miss_aux252b_index_aus200_h1_intermediate_impulse_003,h1_h4,Index,AUS200,H1,intermediate,bullish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\039_near_miss_aux252b_index_aus200_h1_intermediate_impulse_003.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-2.569,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,degree=intermediate; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-2.569; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.240335,0.086364,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; context_must_not_rescue_bad_count",no
near_miss_aux252b_forex_audjpy_h1_minor_impulse_009,h1_h4,Forex Majors,AUDJPY.r,H1,minor,bearish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\040_near_miss_aux252b_forex_audjpy_h1_minor_impulse_009.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.05136,True,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.05136; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.114109,0.04,small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning; context_must_not_rescue_bad_count",no
near_miss_aux252b_metals_xagusd_h1_minor_impulse_012,h1_h4,Metals,XAGUSD.r,H1,minor,bearish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\041_near_miss_aux252b_metals_xagusd_h1_minor_impulse_012.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.03389,True,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.03389; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.125159,0.032727,small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no
near_miss_aux252b_index_aus200_h1_minor_impulse_003,h1_h4,Index,AUS200,H1,minor,bullish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\042_near_miss_aux252b_index_aus200_h1_minor_impulse_003.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-2.569,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-2.569; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.240335,0.095455,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; minor is substructure; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; context_must_not_rescue_bad_count",no
near_miss_aux252b_forex_audjpy_h1_major_impulse_019,h1_h4,Forex Majors,AUDJPY.r,H1,major,bearish,near_miss,,no,,not_usable,,not_applicable,supports_wave_role,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\043_near_miss_aux252b_forex_audjpy_h1_major_impulse_019.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.004586,True,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.004586; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; htf_conflict_warning; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.341756,0.086364,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; htf_conflict_warning; context_must_not_rescue_bad_count",no
near_miss_aux252b_metals_xagusd_h1_major_impulse_002,h1_h4,Metals,XAGUSD.r,H1,major,bearish,near_miss,,no,,not_usable,,not_applicable,supports_momentum_only,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\044_near_miss_aux252b_metals_xagusd_h1_major_impulse_002.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,momentum_context_only,partial,4,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.9911,True,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small; input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.9911; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.15257,0.065455,medium_small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; EWO supports momentum but not full wave role; htf_conflict_warning",no
near_miss_aux252b_index_aus200_h1_major_impulse_007,h1_h4,Index,AUS200,H1,major,bullish,near_miss,,no,,not_usable,,not_applicable,supports_wave_role,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\045_near_miss_aux252b_index_aus200_h1_major_impulse_007.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=12.93,True,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,no prominence penalty available for this structure; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=12.93; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.325644,0.120909,balanced,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,"near_miss_not_primary_profile; H1/H4 is auxiliary, not primary; major is higher-degree context; H1/H4 profile match=no; visual_status=not_usable; context_must_not_rescue_bad_count",no
